Column,centro_nro_registro,centro_tipo,alergologia,same_as_alergologia,cardiologia,same_as_cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,same_as_dermatologia,endocrinologia,same_as_endocrinologia,enfermeria,same_as_enfermeria,farmacia,same_as_farmacia,fisioterapia,same_as_fisioterapia,medicina_general,same_as_medicina_general,neumologia,same_as_neumologia,neurologia,same_as_neurologia,nutricion_y_dietetica,same_as_nutricion_y_dietetica,oncologia,same_as_oncologia,otorrinolaringologia,same_as_otorrinolaringologia,pediatria,same_as_pediatria,psicologia_clinica,same_as_psicologia_clinica,psiquiatria,same_as_psiquiatria,rehabilitacion,same_as_rehabilitacion,urgencias,same_as_urgencias,vacunacion,same_as_vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,same_as_municipio,localizacion_coordenada_x,localizacion_coordenada_y
2741,CS16398,Centro Polivalente,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,rehabilitation,https://www.wikidata.org/wiki/Q2795791,,,,,Paseo de la Ermita del Santo 40 28011 Madrid,Paseo,de la Ermita del Santo,40,28011,Madrid,https://www.wikidata.org/wiki/Q2807,438551,4473405
2742,CS16402,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de la Mosquilona 78 28770 Colmenar Viejo,Calle,de la Mosquilona,78,28770,Colmenar Viejo,https://www.wikidata.org/wiki/Q55480,434310,4501793
2743,CS16403,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de las Islas Marquesas 27 28035 Madrid,Calle,de las Islas Marquesas,27,28035,Madrid,https://www.wikidata.org/wiki/Q2807,438427,4480888
2744,CS16404,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,"Calle Epidauro 95 28232 Rozas de Madrid, Las",Calle,Epidauro,95,28232,Las Rozas de Madrid,https://www.wikidata.org/wiki/Q592747,423000,4486430
2745,CS16408,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle del Alto de la Cabaña 6 28770 Colmenar Viejo,Calle,del Alto de la Cabaña,6,28770,Colmenar Viejo,https://www.wikidata.org/wiki/Q55480,434834,4503282
2746,CS16409,Centro Polivalente,,,cardiology,https://www.wikidata.org/wiki/Q10379,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,pediatrics,https://www.wikidata.org/wiki/Q123028,,,,,rehabilitation,https://www.wikidata.org/wiki/Q2795791,,,,,Calle de la Lonja de la Seda 41 28054 Madrid,Calle,de la Lonja de la Seda,41,28054,Madrid,https://www.wikidata.org/wiki/Q2807,435232,4468619
2747,CS16410,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Fernández de los Ríos 15 28015 Madrid,Calle,de Fernández de los Ríos,15,28015,Madrid,https://www.wikidata.org/wiki/Q2807,440089,4476269
2748,CS16414,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Rafael Calvo 8 28010 Madrid,Calle,de Rafael Calvo,8,28010,Madrid,https://www.wikidata.org/wiki/Q2807,440915,4476116
2749,CS16418,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Paseo de Arroyomolinos 27 28938 Móstoles,Paseo,de Arroyomolinos,27,28938,Móstoles,https://www.wikidata.org/wiki/Q187826,426161,4463355
2750,CS16421,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Pablo Iglesias 3 28330 San Martín de la Vega,Calle,de Pablo Iglesias,3,28330,San Martín de la Vega,https://www.wikidata.org/wiki/Q959612,450538,4450837
2751,CS16422,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Juan de Austria 1 28200 San Lorenzo de El Escorial,Calle,Juan de Austria,1,28200,San Lorenzo de El Escorial,https://www.wikidata.org/wiki/Q371748,402841,4494189
2752,CS16423,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Alcalá 249 28027 Madrid,Calle,de Alcalá,249,28027,Madrid,https://www.wikidata.org/wiki/Q2807,444052,4475896
2753,CS16424,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda del Marqués de Santillana 18 28411 Moralzarzal,Avda,del Marqués de Santillana,18,28411,Moralzarzal,https://www.wikidata.org/wiki/Q1646201,417667,4502931
2754,CS16429,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Gaztambide 33 28015 Madrid,Calle,de Gaztambide,33,28015,Madrid,https://www.wikidata.org/wiki/Q2807,439296,4476154
2755,CS16434,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Calle de Lagasca 123 28006 Madrid,Calle,de Lagasca,123,28006,Madrid,https://www.wikidata.org/wiki/Q2807,441953,4476445
2756,CS16437,Servicio sanitario integrado en una organización no sanitaria,,,,,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle del Marqués de Urquijo 10 28008 Madrid,Calle,del Marqués de Urquijo,10,28008,Madrid,https://www.wikidata.org/wiki/Q2807,439156,4475786
2757,CS16438,Centro Polivalente,,,,,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de los Emigrantes 13 28043 Madrid,Calle,de los Emigrantes,13,28043,Madrid,https://www.wikidata.org/wiki/Q2807,445926,4479863
2758,CS16441,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle del Monasterio de Poblet 7 28054 Madrid,Calle,del Monasterio de Poblet,7,28054,Madrid,https://www.wikidata.org/wiki/Q2807,435342,4468381
2759,CS16442,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle Cristo 5 28934 Móstoles,Calle,Cristo,5,28934,Móstoles,https://www.wikidata.org/wiki/Q187826,426362,4463945
2760,CS16443,Centro Polivalente,,,cardiology,https://www.wikidata.org/wiki/Q10379,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,endocrinology,https://www.wikidata.org/wiki/Q162606,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,neurology,https://www.wikidata.org/wiki/Q83042,,,,,otolaryngology,https://www.wikidata.org/wiki/Q189553,,,,,psychiatry,https://www.wikidata.org/wiki/Q7867,rehabilitation,https://www.wikidata.org/wiki/Q2795791,,,,,Calle del Arroyo de Valdebebas 5 28050 Madrid,Calle,del Arroyo de Valdebebas,5,28050,Madrid,https://www.wikidata.org/wiki/Q2807,443396,4482670
2761,CS16445,Otros centros especializados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psychiatry,https://www.wikidata.org/wiki/Q7867,,,,,,,Calle de Ríos Rosas 50 28003 Madrid,Calle,de Ríos Rosas,50,28003,Madrid,https://www.wikidata.org/wiki/Q2807,440954,4477004
2762,CS16447,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Rocinante 4 28034 Madrid,Calle,de Rocinante,4,28034,Madrid,https://www.wikidata.org/wiki/Q2807,441327,4483585
2763,CS16449,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Morales Antuñano 9 28400 Collado Villalba,Calle,Morales Antuñano,9,28400,Collado Villalba,https://www.wikidata.org/wiki/Q735759,414647,4497981
2764,CS16451,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Vélez Rubio 1 28033 Madrid,Calle,de Vélez Rubio,1,28033,Madrid,https://www.wikidata.org/wiki/Q2807,443831,4480917
2765,CS16455,Otros centros especializados,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle Virgilio 3 28223 Pozuelo de Alarcón,Calle,Virgilio,3,28223,Pozuelo de Alarcón,https://www.wikidata.org/wiki/Q639422,432916,4472164
2766,CS1646,Centro Polivalente,,,,,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,rehabilitation,https://www.wikidata.org/wiki/Q2795791,,,,,Avda de Juan Carlos I 13 28905 Getafe,Avda,de Juan Carlos I,13,28905,Getafe,https://www.wikidata.org/wiki/Q8802,436619,4459849
2767,CS16460,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Delicias 29 28045 Madrid,Calle,de Delicias,29,28045,Madrid,https://www.wikidata.org/wiki/Q2807,441296,4472842
2768,CS16465,Otros centros especializados,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de los Reyes Católicos 39 28938 Móstoles,Calle,de los Reyes Católicos,39,28938,Móstoles,https://www.wikidata.org/wiki/Q187826,426563,4463681
2769,CS16467,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Rumanía 3 28224 Pozuelo de Alarcón,Calle,Rumanía,3,28224,Pozuelo de Alarcón,https://www.wikidata.org/wiki/Q639422,431345,4475870
2770,CS16468,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de San Marcial 8 28931 Móstoles,Calle,de San Marcial,8,28931,Móstoles,https://www.wikidata.org/wiki/Q187826,426810,4464228
2771,CS16470,Otros centros especializados,,,,,,cirugiamenorambulatoria,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avda del Santuario de Valverde 2 28049 Madrid,Avda,del Santuario de Valverde,2,28049,Madrid,https://www.wikidata.org/wiki/Q2807,439955,4483933
2772,CS16471,Centro Polivalente,,,,,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Modesto Lafuente 65 28003 Madrid,Calle,de Modesto Lafuente,65,28003,Madrid,https://www.wikidata.org/wiki/Q2807,440987,4477366
2773,CS16472,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de la Ronda de San Juan 11 28600 Navalcarnero,Calle,de la Ronda de San Juan,11,28600,Navalcarnerou,https://www.wikidata.org/wiki/Q1623099,414194,4460671
2774,CS16473,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Juan Ramón Jiménez 4 28036 Madrid,Calle,de Juan Ramón Jiménez,4,28036,Madrid,https://www.wikidata.org/wiki/Q2807,441779,4478742
2775,CS16475,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Josefa Valcárcel 11 28027 Madrid,Calle,de Josefa Valcárcel,11,28027,Madrid,https://www.wikidata.org/wiki/Q2807,445109,4477780
2776,CS16476,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Juan Álvarez Mendizábal 36 28008 Madrid,Calle,de Juan Álvarez Mendizábal,36,28008,Madrid,https://www.wikidata.org/wiki/Q2807,439284,4475278
2777,CS16477,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda de Levante 187 28521 Rivas-Vaciamadrid,Avda,de Levante,187,28521,Rivas-Vaciamadrid,https://www.wikidata.org/wiki/Q644481,455909,4465878
2778,CS16483,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Santa Joaquina de Vedruna 1 28021 Madrid,Calle,de Santa Joaquina de Vedruna,1,28021,Madrid,https://www.wikidata.org/wiki/Q2807,439298,4466055
2779,CS16484,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Urb la Cerca 30 28400 Collado Villalba,Urb,la Cerca,30,28400,Collado Villalba,https://www.wikidata.org/wiki/Q735759,416651,4499701
2780,CS16487,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Damas 4 28801 Alcalá de Henares,Calle,Damas,4,28801,Alcalá de Henares,https://www.wikidata.org/wiki/Q46940,468720,4480971
2781,CS16488,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle Provisional de la Cuña Latina Dos 2 28047 Madrid,Calle,Provisional de la Cuña Latina Dos,2,28047,Madrid,https://www.wikidata.org/wiki/Q2807,437051,4472331
2782,CS16496,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de la Plaza 4 28043 Madrid,Calle,de la Plaza,4,28043,Madrid,https://www.wikidata.org/wiki/Q2807,445163,4478747
2784,CS16500,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Plaza de Orense 0 28924 Alcorcón,Plaza,de Orense,0,28924,Alcorcón,https://www.wikidata.org/wiki/Q10372,431144,4466475
2785,CS16501,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Río Jarama 1 28934 Móstoles,Calle,Río Jarama,1,28934,Móstoles,https://www.wikidata.org/wiki/Q187826,426009,4463435
2786,CS16504,Otros centros especializados,,,,,,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paseo de la Castellana 127 28046 Madrid,Paseo,de la Castellana,127,28046,Madrid,https://www.wikidata.org/wiki/Q2807,441375,4478833
2787,CS16507,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Custa de San Vicente 20 28008 Madrid,Custa,de San Vicente,20,28008,Madrid,https://www.wikidata.org/wiki/Q2807,439325,4474710
2788,CS16514,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Santiago de Compostela 48 28034 Madrid,Calle,de Santiago de Compostela,48,28034,Madrid,https://www.wikidata.org/wiki/Q2807,440280,4481574
2789,CS16516,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Calle San Antón 48 28982 Parla,Calle,San Antón,48,28982,Parla,https://www.wikidata.org/wiki/Q824651,434614,4454493
2790,CS16518,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle San Fernando 6 28400 Collado Villalba,Calle,San Fernando,6,28400,Collado Villalba,https://www.wikidata.org/wiki/Q735759,414911,4497848
2791,CS16522,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de las Carolinas 33 28039 Madrid,Calle,de las Carolinas,33,28039,Madrid,https://www.wikidata.org/wiki/Q2807,440087,4478059
2792,CS16523,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Francisco del Pino 32 28021 Madrid,Calle,de Francisco del Pino,32,28021,Madrid,https://www.wikidata.org/wiki/Q2807,441536,4466818
2793,CS16526,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de los Embajadores 258 28045 Madrid,Calle,de los Embajadores,258,28045,Madrid,https://www.wikidata.org/wiki/Q2807,441337,4470942
2794,CS16528,Centro móvil de asistencia sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de José Maurelo 5 28047 Madrid,Calle,de José Maurelo,5,28047,Madrid,https://www.wikidata.org/wiki/Q2807,436838,4471584
2795,CS16529,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Sect Embarcaciones 11 28760 Tres Cantos,Sect,Embarcaciones,11,28760,Tres Cantos,https://www.wikidata.org/wiki/Q910410,440344,4494051
2796,CS16531,Servicio sanitario integrado en una organización no sanitaria,,,,,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Fortuny 6 28010 Madrid,Calle,de Fortuny,6,28010,Madrid,https://www.wikidata.org/wiki/Q2807,441396,4475621
2797,CS16532,Centro Polivalente,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de la Caridad 5 28690 Brunete,Calle,de la Caridad,5,28690,Brunete,https://www.wikidata.org/wiki/Q1647090,415460,4473271
2798,CS16533,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle San Julián 8 28220 Majadahonda,Calle,San Julián,8,28220,Majadahonda,https://www.wikidata.org/wiki/Q427505,425521,4480520
2800,CS16539,Centro Polivalente,allergology,https://www.wikidata.org/wiki/Q1046686,,,,cirugiamenorambulatoria,dermatology,https://www.wikidata.org/wiki/Q171171,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,pediatrics,https://www.wikidata.org/wiki/Q123028,,,,,,,,,vaccination,https://www.wikidata.org/wiki/Q192995,Paseo de la Habana 39 28036 Madrid,Paseo,de la Habana,39,28036,Madrid,https://www.wikidata.org/wiki/Q2807,441945,4478329
2801,CS16540,Centro Polivalente,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Avda de Madrid 4 28750 San Agustín del Guadalix,Avda,de Madrid,4,28750,San Agustín del Guadalix,https://www.wikidata.org/wiki/Q985045,448070,4503155
2802,CS16541,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Sierra de Palomeras 5 28031 Madrid,Calle,de Sierra de Palomeras,5,28031,Madrid,https://www.wikidata.org/wiki/Q2807,447079,4469910
2803,CS16542,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Antequera 1 28804 Alcalá de Henares,Calle,Antequera,1,28804,Alcalá de Henares,https://www.wikidata.org/wiki/Q46940,470613,4481953
2804,CS16544,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Hernani 38 28020 Madrid,Calle,de Hernani,38,28020,Madrid,https://www.wikidata.org/wiki/Q2807,440628,4477731
2805,CS16547,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Sect Embarcaciones 10 28760 Tres Cantos,Sect,Embarcaciones,10,28760,Tres Cantos,https://www.wikidata.org/wiki/Q910410,440370,4494057
2806,CS16548,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Sect Músicos 16 28760 Tres Cantos,Sect,Músicos,16,28760,Tres Cantos,https://www.wikidata.org/wiki/Q910410,439157,4495104
2807,CS16549,Centro de diálisis,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Calle del Alcalde Ángel Arroyo 8 28904 Getafe,Calle,del Alcalde Ángel Arroyo,8,28904,Getafe,https://www.wikidata.org/wiki/Q8802,437520,4463098
2808,CS16550,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,"Calle San Miguel 16 28231 Rozas de Madrid, Las",Calle,San Miguel,16,28231,Las Rozas de Madrid,https://www.wikidata.org/wiki/Q592747,425463,4483010
2809,CS16551,Consulta médica,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle del General Álvarez de Castro 39 28010 Madrid,Calle,del General Álvarez de Castro,39,28010,Madrid,https://www.wikidata.org/wiki/Q2807,440384,4476557
2810,CS16553,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Adolfo Marsillach 20 28051 Madrid,Calle,de Adolfo Marsillach,20,28051,Madrid,https://www.wikidata.org/wiki/Q2807,449498,4468249
2811,CS16554,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle Goya 3 28918 Leganés,Calle,Goya,3,28918,Leganés,https://www.wikidata.org/wiki/Q77433,,
2813,CS16557,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Fernando el Santo 3 28010 Madrid,Calle,de Fernando el Santo,3,28010,Madrid,https://www.wikidata.org/wiki/Q2807,441092,4475532
2814,CS16562,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Sect Embarcaciones 4 28760 Tres Cantos,Sect,Embarcaciones,4,28760,Tres Cantos,https://www.wikidata.org/wiki/Q910410,440341,4494183
2815,CS16563,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Alcalá 372 28027 Madrid,Calle,de Alcalá,372,28027,Madrid,https://www.wikidata.org/wiki/Q2807,445488,4476298
2816,CS16565,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Isabel la Católica 7 28013 Madrid,Calle,de Isabel la Católica,7,28013,Madrid,https://www.wikidata.org/wiki/Q2807,439837,4474743
